輯別	書名	文章題名	作品描述(或後記)內容	推定日期	推斷來源	總字數	檔案名稱
第六輯 自傳、遊記類	步步蓮華	八一、佛頂山的慧濟寺		1996.06	作品陳述所載日期	885	06-09-082.txt
第六輯 自傳、遊記類	步步蓮華	八二、太虛及印順二師閱藏處		1996.06	作品陳述所載日期	1,844	06-09-083.txt
第六輯 自傳、遊記類	步步蓮華	八三、法雨寺的印光大師關房		1996.06	作品陳述所載日期	1,364	06-09-084.txt
第六輯 自傳、遊記類	步步蓮華	八四、虛雲和尚等四位大師的參學修行處		1996.06	作品陳述所載日期	2,246	06-09-085.txt
第六輯 自傳、遊記類	步步蓮華	八五、從普陀到上海		1996.06	作品陳述所載日期	909	06-09-086.txt
第六輯 自傳、遊記類	步步蓮華	八六、訪靜安古寺		1996.06	作品陳述所載日期	1,468	06-09-087.txt
第六輯 自傳、遊記類	步步蓮華	八七、龍華寺．功德圓滿	（一九九六年六月十二日完成初稿，六月二十七日完成清稿於美國紐約東初禪寺）	#NAME?	作品陳述所載，多日期均同	1,021	06-09-088.txt
第六輯 自傳、遊記類	步步蓮華	附錄一 一九九六法鼓山大陸佛教聖蹟巡禮團聖嚴師父叮嚀語	（刊於二○○八年法鼓山大陸佛教聖蹟巡禮團團員手冊）	2008.08	作品陳述-年譜所載文章出刊日	1,810	06-09-089.txt
第六輯 自傳、遊記類	步步蓮華	附錄二 一九九六法鼓山大陸佛教聖蹟巡禮團開示——叮嚀篇	（刊於《法鼓》雜誌七十八期）	1996.06	作品陳述-年譜所載《法鼓》出刊日	1,491	06-09-090.txt
第六輯 自傳、遊記類	步步蓮華	附錄三 一九九六法鼓山大陸佛教聖蹟巡禮團開示——發願篇	（刊於《法鼓》雜誌七十九期）	1996.07	作品陳述-年譜所載《法鼓》出刊日	1,126	06-09-091.txt
第六輯 自傳、遊記類	步步蓮華	附錄四 一九九六法鼓山大陸佛教聖蹟巡禮團開示—— 內心世界篇	（刊於《法鼓》雜誌八十期）	1996.08	作品陳述-年譜所載《法鼓》出刊日	1,169	06-09-092.txt
第六輯 自傳、遊記類	空花水月	自序	一九九七年十二月二十日序於紐約	#NAME?	作品陳述所載日期	886	06-10-001.txt
第六輯 自傳、遊記類	空花水月	一、分享人間淨土		1997.06	作品陳述所載日期	865	06-10-002.txt
第六輯 自傳、遊記類	空花水月	二、達賴喇嘛訪問臺灣		1997.06	作品陳述所載日期	962	06-10-003.txt
第六輯 自傳、遊記類	空花水月	三、忙得自在		1997.06	作品陳述所載日期	621	06-10-004.txt
第六輯 自傳、遊記類	空花水月	四、第八次香港弘法		1997.06	作品陳述所載日期	524	06-10-005.txt
第六輯 自傳、遊記類	空花水月	五、記者訪問．講《華嚴經》		1997.06	作品陳述所載日期	959	06-10-006.txt
第六輯 自傳、遊記類	空花水月	六、演講「後現代的佛教」		1997.06	作品陳述所載日期	1,838	06-10-007.txt
第六輯 自傳、遊記類	空花水月	七、法鼓山香港辦事處		1997.06	作品陳述所載日期	803	06-10-008.txt
第六輯 自傳、遊記類	空花水月	八、心安境也安		1997.06	作品陳述所載日期	701	06-10-009.txt
第六輯 自傳、遊記類	空花水月	九、初訪菲律賓		1997.06	作品陳述所載日期	1,408	06-10-010.txt
第六輯 自傳、遊記類	空花水月	一○、我與天主教的高層往來		1997.06	作品陳述所載日期	662	06-10-011.txt
第六輯 自傳、遊記類	空花水月	一一、宗教對談會		1997.06	作品陳述所載日期	1,319	06-10-012.txt
第六輯 自傳、遊記類	空花水月	一二、自性覺悟的回應		1997.06	作品陳述所載日期	695	06-10-013.txt
第六輯 自傳、遊記類	空花水月	一三、上帝與佛是一樣的嗎？		1997.06	作品陳述所載日期	1,077	06-10-014.txt
第六輯 自傳、遊記類	空花水月	一四、會後枯等		1997.06	作品陳述所載日期	554	06-10-015.txt
第六輯 自傳、遊記類	空花水月	一五、信願寺晚宴上的故事		1997.06	作品陳述所載日期	1,385	06-10-016.txt
第六輯 自傳、遊記類	空花水月	一六、馬尼拉的佛教界		1997.06	作品陳述所載日期	773	06-10-017.txt
第六輯 自傳、遊記類	空花水月	一七、自立法師		1997.06	作品陳述所載日期	965	06-10-018.txt
第六輯 自傳、遊記類	空花水月	一八、普濟寺		1997.06	作品陳述所載日期	1,589	06-10-019.txt
第六輯 自傳、遊記類	空花水月	一九、鄭振煌與楊聯洛		1997.06	作品陳述所載日期	775	06-10-020.txt
第六輯 自傳、遊記類	空花水月	二○、馬尼拉的風土民情		1997.06	作品陳述所載日期	869	06-10-021.txt
第六輯 自傳、遊記類	空花水月	二一、到了波蘭．辦簽證		1997.06	作品陳述所載日期	1,158	06-10-022.txt
第六輯 自傳、遊記類	空花水月	二二、華沙的禪堂		1997.06	作品陳述所載日期	1,796	06-10-023.txt
第六輯 自傳、遊記類	空花水月	二三、兩位翻譯人員．單獨用餐		1997.06	作品陳述所載日期	1,490	06-10-024.txt
第六輯 自傳、遊記類	空花水月	二四、小參室．波蘭的飲食		1997.06	作品陳述所載日期	743	06-10-025.txt
第六輯 自傳、遊記類	空花水月	二五、錄影做什麼？		1997.06	作品陳述所載日期	1,805	06-10-026.txt
第六輯 自傳、遊記類	空花水月	二六、國際禪七．上座部比丘		1997.06	作品陳述所載日期	1,024	06-10-027.txt
第六輯 自傳、遊記類	空花水月	二七、禪堂建築．臨濟法語		1997.06	作品陳述所載日期	550	06-10-028.txt
第六輯 自傳、遊記類	空花水月	二八、最後的一整天		1997.06	作品陳述所載日期	1,572	06-10-029.txt
第六輯 自傳、遊記類	空花水月	二九、禪七圓滿之後		1997.06	作品陳述所載日期	734	06-10-030.txt
第六輯 自傳、遊記類	空花水月	三○、農業大學演講會		1997.06	作品陳述所載日期	1,455	06-10-031.txt
第六輯 自傳、遊記類	空花水月	三一、波蘭的佛教		1997.06	作品陳述所載日期	1,728	06-10-032.txt
第六輯 自傳、遊記類	空花水月	三二、波蘭的歷史		1997.06	作品陳述所載日期	703	06-10-033.txt
第六輯 自傳、遊記類	空花水月	三三、出入兩個東歐國家		1997.06	作品陳述所載日期	1,591	06-10-034.txt
第六輯 自傳、遊記類	空花水月	三四、札葛雷勃的道場		1997.06	作品陳述所載日期	670	06-10-035.txt
第六輯 自傳、遊記類	空花水月	三五、在歐洲之家的演講		1997.06	作品陳述所載日期	2,496	06-10-036.txt
第六輯 自傳、遊記類	空花水月	三六、露天咖啡座上的插曲		1997.06	作品陳述所載日期	737	06-10-037.txt
第六輯 自傳、遊記類	空花水月	三七、有所不同的禪修指導		1997.06	作品陳述所載日期	1,098	06-10-038.txt
第六輯 自傳、遊記類	空花水月	三八、割破嘴唇的經驗		1997.06	作品陳述所載日期	841	06-10-039.txt
第六輯 自傳、遊記類	空花水月	三九、慚愧、懺悔．克羅埃西亞這個國家		1997.06	作品陳述所載日期	1,394	06-10-040.txt
第六輯 自傳、遊記類	空花水月	四○、南斯拉夫．實用的協調		1997.06	作品陳述所載日期	698	06-10-041.txt
第六輯 自傳、遊記類	空花水月	四一、信仰、理解、體驗的故事		1997.06	作品陳述所載日期	1,556	06-10-042.txt
第六輯 自傳、遊記類	空花水月	四二、禪修成果．市區行腳		1997.06	作品陳述所載日期	1,006	06-10-043.txt
第六輯 自傳、遊記類	空花水月	四三、飛到了紐約		1997.06	作品陳述所載日期	962	06-10-044.txt
第六輯 自傳、遊記類	空花水月	四四、一波三折的美國新道場		1997.06	作品陳述所載日期	916	06-10-045.txt
第六輯 自傳、遊記類	空花水月	四五、莊嚴寺大佛開光		1997.06	作品陳述所載日期	782	06-10-046.txt
第六輯 自傳、遊記類	空花水月	四六、與達賴喇嘛同桌交談		1997.06	作品陳述所載日期	2,023	06-10-047.txt
第六輯 自傳、遊記類	空花水月	四七、我與美國佛教會的沈家楨先生		1997.06	作品陳述所載日期	1,676	06-10-048.txt
第六輯 自傳、遊記類	空花水月	四八、青年僧伽大會的主題演講	（本書上半部由作者口述，姚果莊居士筆錄，再經作者修訂，完稿於一九九七年六月二十五日，時在紐約東初禪寺）	#NAME?	作品陳述所載日期	990	06-10-049.txt
第六輯 自傳、遊記類	空花水月	四九、紐約上州的象岡道場		1997.12	作品陳述所載日期	1,186	06-10-050.txt
第六輯 自傳、遊記類	空花水月	五○、傅偉勳教授紀念座談會		1997.12	作品陳述所載日期	1,143	06-10-051.txt
第六輯 自傳、遊記類	空花水月	五一、第三屆中華國際佛學會議		1997.12	作品陳述所載日期	3,292	06-10-052.txt
第六輯 自傳、遊記類	空花水月	五二、出家生活體驗營		1997.12	作品陳述所載日期	2,749	06-10-053.txt
第六輯 自傳、遊記類	空花水月	五三、結夏安居		1997.12	作品陳述所載日期	718	06-10-054.txt
第六輯 自傳、遊記類	空花水月	五四、悅眾大會．二十一世紀飲食大觀園遊會		1997.12	作品陳述所載日期	2,591	06-10-055.txt
第六輯 自傳、遊記類	空花水月	五五、東初老人紀念大法會		1997.12	作品陳述所載日期	2,019	06-10-056.txt
第六輯 自傳、遊記類	空花水月	五六、飛往羅馬		1997.12	作品陳述所載日期	1,622	06-10-057.txt
第六輯 自傳、遊記類	空花水月	五七、帕多瓦報到		1997.12	作品陳述所載日期	976	06-10-058.txt
第六輯 自傳、遊記類	空花水月	五八、祈禱世界和平大彌撒		1997.12	作品陳述所載日期	1,238	06-10-059.txt
第六輯 自傳、遊記類	空花水月	五九、大會開幕典禮．午宴及晚宴		1997.12	作品陳述所載日期	2,575	06-10-060.txt
第六輯 自傳、遊記類	空花水月	六○、論文發表會場		1997.12	作品陳述所載日期	2,281	06-10-061.txt
第六輯 自傳、遊記類	空花水月	六一、日文組．水城威尼斯		1997.12	作品陳述所載日期	1,517	06-10-062.txt
第六輯 自傳、遊記類	空花水月	六二、盛大的閉幕典禮		1997.12	作品陳述所載日期	2,089	06-10-063.txt
第六輯 自傳、遊記類	空花水月	六三、梵諦岡見教宗		1997.12	作品陳述所載日期	2,871	06-10-064.txt
第六輯 自傳、遊記類	空花水月	六四、普世博愛運動．大使晚宴		1997.12	作品陳述所載日期	1,211	06-10-065.txt
第六輯 自傳、遊記類	空花水月	六五、訪宗教對談會．耶穌會演講		1997.12	作品陳述所載日期	1,023	06-10-066.txt
第六輯 自傳、遊記類	空花水月	六六、羅馬的皈依弟子		1997.12	作品陳述所載日期	664	06-10-067.txt
第六輯 自傳、遊記類	空花水月	六七、羅馬訪古		1997.12	作品陳述所載日期	1,231	06-10-068.txt
第六輯 自傳、遊記類	空花水月	六八、與戴大使談心		1997.12	作品陳述所載日期	1,463	06-10-069.txt
第六輯 自傳、遊記類	空花水月	六九、回到臺北見記者		1997.12	作品陳述所載日期	803	06-10-070.txt
第六輯 自傳、遊記類	空花水月	七○、應邀飛往東京		1997.12	作品陳述所載日期	1,155	06-10-071.txt
第六輯 自傳、遊記類	空花水月	七一、追念指導教授．茶會懇談		1997.12	作品陳述所載日期	1,168	06-10-072.txt
第六輯 自傳、遊記類	空花水月	七二、在母校公開演講		1997.12	作品陳述所載日期	1,359	06-10-073.txt
第六輯 自傳、遊記類	空花水月	七三、國外行腳的國際宏觀	（以上是本書的下半部，感謝姚果莊居士的協助抄錄；經過一個多月，錄稿、改稿、謄稿，完成於一九九七年十二月二十日紐約東初禪寺）	1997.12	作品陳述所載日期	1,305	06-10-074.txt
第六輯 自傳、遊記類	兩千年行腳	代序	一九九八年十一月十七日聖嚴寫於紐約東初禪寺	#NAME?	作品陳述所載日期	6,530	06-11-001.txt
第六輯 自傳、遊記類	兩千年行腳	一、漢藏佛學大對談的籌備		1998.06	作品陳述所載日期	2,583	06-11-002.txt
第六輯 自傳、遊記類	兩千年行腳	二、弘法售門票？法喜充滿做義工		1998.06	作品陳述所載日期	3,018	06-11-003.txt
第六輯 自傳、遊記類	兩千年行腳	三、與達賴喇嘛緊鄰而住		1998.06	作品陳述所載日期	2,307	06-11-004.txt
第六輯 自傳、遊記類	兩千年行腳	四、慈悲與智慧．《聖道三要》的內容		1998.06	作品陳述所載日期	1,807	06-11-005.txt
第六輯 自傳、遊記類	兩千年行腳	五、午齋桌上的漢藏交流		1998.06	作品陳述所載日期	3,486	06-11-006.txt
第六輯 自傳、遊記類	兩千年行腳	六、從記者招待會到文殊菩薩灌頂法會		1998.06	作品陳述所載日期	2,104	06-11-007.txt
第六輯 自傳、遊記類	兩千年行腳	七、捐款辯經學院．接見影星貴賓		1998.06	作品陳述所載日期	2,032	06-11-008.txt
第六輯 自傳、遊記類	兩千年行腳	八、一場空前友好充滿智慧的對談會		1998.06	作品陳述所載日期	3,309	06-11-009.txt
第六輯 自傳、遊記類	兩千年行腳	九、場內人談智慧，場外人搞示威		1998.06	作品陳述所載日期	1,852	06-11-010.txt
第六輯 自傳、遊記類	兩千年行腳	一○、拜訪沈居士．在象岡期勉悅眾菩薩		1998.06	作品陳述所載日期	2,105	06-11-011.txt
第六輯 自傳、遊記類	兩千年行腳	一一、感謝．新聞媒體的大量報導一致讚歎		1998.06	作品陳述所載日期	1,256	06-11-012.txt
第六輯 自傳、遊記類	兩千年行腳	一二、從紐約到劍橋		1998.06	作品陳述所載日期	1,324	06-11-013.txt
第六輯 自傳、遊記類	兩千年行腳	一三、訪問香巴拉出版公司		1998.06	作品陳述所載日期	2,245	06-11-014.txt
第六輯 自傳、遊記類	兩千年行腳	一四、內觀中心演講「默照禪」		1998.06	作品陳述所載日期	1,547	06-11-015.txt
第六輯 自傳、遊記類	兩千年行腳	一五、如何在西方世界弘揚佛法		1998.06	作品陳述所載日期	2,820	06-11-016.txt
第六輯 自傳、遊記類	兩千年行腳	一六、週末的禪修特別講座		1998.06	作品陳述所載日期	1,793	06-11-017.txt
第六輯 自傳、遊記類	兩千年行腳	一七、解行並重的默照禪		1998.06	作品陳述所載日期	2,014	06-11-018.txt
第六輯 自傳、遊記類	兩千年行腳	一八、定慧同時		1998.06	作品陳述所載日期	1,450	06-11-019.txt
第六輯 自傳、遊記類	兩千年行腳	一九、參訪內觀禪修中心		1998.11	作品陳述所載日期	2,266	06-11-020.txt
第六輯 自傳、遊記類	兩千年行腳	二○、人間佛教的人間淨土		1998.11	作品陳述所載日期	939	06-11-021.txt
第六輯 自傳、遊記類	兩千年行腳	二一、兩岸佛學教育交流座談會		1998.11	作品陳述所載日期	1,923	06-11-022.txt
第六輯 自傳、遊記類	兩千年行腳	二二、九場千人皈依的祈福法會		1998.11	作品陳述所載日期	2,625	06-11-023.txt
第六輯 自傳、遊記類	兩千年行腳	二三、忙碌的行程		1998.11	作品陳述所載日期	1,873	06-11-024.txt
第六輯 自傳、遊記類	兩千年行腳	二四、前往俄羅斯的聖彼得堡		1998.11	作品陳述所載日期	4,156	06-11-025.txt
第六輯 自傳、遊記類	兩千年行腳	二五、遊覽及演講		1998.11	作品陳述所載日期	3,740	06-11-026.txt
第六輯 自傳、遊記類	兩千年行腳	二六、前往舊皇宮的度假中心		1998.11	作品陳述所載日期	2,727	06-11-027.txt
第六輯 自傳、遊記類	兩千年行腳	二七、禪修道場		1998.11	作品陳述所載日期	1,523	06-11-028.txt
第六輯 自傳、遊記類	兩千年行腳	二八、俄羅斯的禪修指導		1998.11	作品陳述所載日期	2,746	06-11-029.txt
第六輯 自傳、遊記類	兩千年行腳	二九、禪修的最後一天		1998.11	作品陳述所載日期	2,162	06-11-030.txt
第六輯 自傳、遊記類	兩千年行腳	三○、參觀功夫學校及禪畫藝術展覽		1998.11	作品陳述所載日期	3,588	06-11-031.txt
第六輯 自傳、遊記類	兩千年行腳	三一、參觀芬蘭灣的噴泉皇宮公園		1998.11	作品陳述所載日期	1,972	06-11-032.txt
第六輯 自傳、遊記類	兩千年行腳	三二、參觀博物館及武術學校無極門		1998.11	作品陳述所載日期	2,216	06-11-033.txt
第六輯 自傳、遊記類	兩千年行腳	三三、訪問聖彼得堡大學		1998.11	作品陳述所載日期	1,686	06-11-034.txt
第六輯 自傳、遊記類	兩千年行腳	三四、飛往北京		1998.11	作品陳述所載日期	1,856	06-11-035.txt
第六輯 自傳、遊記類	兩千年行腳	三五、兩岸學術會議主題演說		1998.11	作品陳述所載日期	3,133	06-11-036.txt
第六輯 自傳、遊記類	兩千年行腳	三六、訪問北京圖書館及北京大學		1998.11	作品陳述所載日期	3,601	06-11-037.txt
第六輯 自傳、遊記類	兩千年行腳	三七、前往國家宗教局		1998.11	作品陳述所載日期	1,153	06-11-038.txt
第六輯 自傳、遊記類	兩千年行腳	三八、回到臺灣		1998.11	作品陳述所載日期	772	06-11-039.txt
第六輯 自傳、遊記類	兩千年行腳	三九、北海岸中元平安超度大法會		1998.11	作品陳述所載日期	2,757	06-11-040.txt
第六輯 自傳、遊記類	兩千年行腳	四○、一九九八年萬人的法鼓山年會		1998.11	作品陳述所載日期	2,531	06-11-041.txt
第六輯 自傳、遊記類	兩千年行腳	四一、護持法鼓大學義賣會		1998.11	作品陳述所載日期	3,081	06-11-042.txt
第六輯 自傳、遊記類	兩千年行腳	四二、歌詞的創作		1998.11	作品陳述所載日期	3,179	06-11-043.txt
第六輯 自傳、遊記類	兩千年行腳	四三、北美法鼓山年會．專題演講		1998.11	作品陳述所載日期	2,143	06-11-044.txt
第六輯 自傳、遊記類	兩千年行腳	四四、不一樣的禪七．我又要得獎	（本書第一至第十九章，錄成修正完畢於一九九八年六月十五日；從第二十章之後，完成於同年十一月十四日。均係在美國紐約東初禪寺，由姚世莊居士協助，錄稿謄稿。）	1998.11	作品陳述所載，多日期中採「後」者	425	06-11-045.txt
第六輯 自傳、遊記類	抱疾遊高峰	自序	二○○○年十一月七日聖嚴寫於紐約東初禪寺	#NAME?	作品陳述所載日期	1,663	06-12-001.txt
第六輯 自傳、遊記類	抱疾遊高峰	一、演講會與高峰座談		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,195	06-12-002.txt
第六輯 自傳、遊記類	抱疾遊高峰	二、受獎和頒獎		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,024	06-12-003.txt
第六輯 自傳、遊記類	抱疾遊高峰	三、學術會議  ——人的素質與電子佛典		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,858	06-12-004.txt
第六輯 自傳、遊記類	抱疾遊高峰	四、健康出狀況．累及許多人		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,676	06-12-005.txt
第六輯 自傳、遊記類	抱疾遊高峰	五、訪新加坡的因緣		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,216	06-12-006.txt
第六輯 自傳、遊記類	抱疾遊高峰	六、連場爆滿		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,804	06-12-007.txt
第六輯 自傳、遊記類	抱疾遊高峰	七、在新加坡接觸到的菩薩們		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,249	06-12-008.txt
第六輯 自傳、遊記類	抱疾遊高峰	八、拜訪兩位長老法師		2001.06	年譜附錄聖嚴法師重要著述所載出書日	973	06-12-009.txt
第六輯 自傳、遊記類	抱疾遊高峰	九、歐陽代表官邸說因果		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,200	06-12-010.txt
第六輯 自傳、遊記類	抱疾遊高峰	一○、飛到德國		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,894	06-12-011.txt
第六輯 自傳、遊記類	抱疾遊高峰	一一、我在柏林的飲食		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,313	06-12-012.txt
第六輯 自傳、遊記類	抱疾遊高峰	一二、一場精簡的演講		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,135	06-12-013.txt
第六輯 自傳、遊記類	抱疾遊高峰	一三、在古堡中打禪七		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,535	06-12-014.txt
第六輯 自傳、遊記類	抱疾遊高峰	一四、如何指導禪修		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,063	06-12-015.txt
第六輯 自傳、遊記類	抱疾遊高峰	一五、柏林國立博物館		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,235	06-12-016.txt
第六輯 自傳、遊記類	抱疾遊高峰	一六、集中營紀念館		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,267	06-12-017.txt
第六輯 自傳、遊記類	抱疾遊高峰	一七、凱旋門與柏林圍牆		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,764	06-12-018.txt
第六輯 自傳、遊記類	抱疾遊高峰	一八、給歐洲禪修者的叮嚀		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,187	06-12-019.txt
第六輯 自傳、遊記類	抱疾遊高峰	一九、政黨人士來訪		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,078	06-12-020.txt
第六輯 自傳、遊記類	抱疾遊高峰	二○、「心」五四運動		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,458	06-12-021.txt
第六輯 自傳、遊記類	抱疾遊高峰	二一、齋明寺晉山		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,149	06-12-022.txt
第六輯 自傳、遊記類	抱疾遊高峰	二二、百年大地震		2001.06	年譜附錄聖嚴法師重要著述所載出書日	6,323	06-12-023.txt
第六輯 自傳、遊記類	抱疾遊高峰	二三、中部寺院的災情		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,107	06-12-024.txt
第六輯 自傳、遊記類	抱疾遊高峰	二四、台灣，加油		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,969	06-12-025.txt
第六輯 自傳、遊記類	抱疾遊高峰	二五、在美國的禪與生活		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,698	06-12-026.txt
第六輯 自傳、遊記類	抱疾遊高峰	二六、七十自題		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,059	06-12-027.txt
第六輯 自傳、遊記類	抱疾遊高峰	二七、重感冒中的弘化活動		2001.06	年譜附錄聖嚴法師重要著述所載出書日	870	06-12-028.txt
第六輯 自傳、遊記類	抱疾遊高峰	二八、現代藝術的災區感恩		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,080	06-12-029.txt
第六輯 自傳、遊記類	抱疾遊高峰	二九、灑淨行腳		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,524	06-12-030.txt
第六輯 自傳、遊記類	抱疾遊高峰	三○、農曆年前後的大忙碌		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,124	06-12-031.txt
第六輯 自傳、遊記類	抱疾遊高峰	三一、與當代頂尖名人暢談		2001.06	年譜附錄聖嚴法師重要著述所載出書日	966	06-12-032.txt
第六輯 自傳、遊記類	抱疾遊高峰	三二、與名人談了些什麼？		2001.06	年譜附錄聖嚴法師重要著述所載出書日	7,949	06-12-033.txt
第六輯 自傳、遊記類	抱疾遊高峰	三三、陳水扁總統利益眾生		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,927	06-12-034.txt
第六輯 自傳、遊記類	抱疾遊高峰	三四、政治大學上課．臺灣大學演講		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,963	06-12-035.txt
第六輯 自傳、遊記類	抱疾遊高峰	三五、追求卓越的大師對談		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,130	06-12-036.txt
第六輯 自傳、遊記類	抱疾遊高峰	三六、打七個默照七		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,600	06-12-037.txt
第六輯 自傳、遊記類	抱疾遊高峰	三七、第四度英國行		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,158	06-12-038.txt
第六輯 自傳、遊記類	抱疾遊高峰	三八、夏芬學院		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,618	06-12-039.txt
第六輯 自傳、遊記類	抱疾遊高峰	三九、蓋亞之家		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,623	06-12-040.txt
第六輯 自傳、遊記類	抱疾遊高峰	四○、畫眉鳥洞佛教修道院		2001.06	年譜附錄聖嚴法師重要著述所載出書日	4,835	06-12-041.txt
第六輯 自傳、遊記類	抱疾遊高峰	四一、我的健康、團體、傳譜		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,986	06-12-042.txt
第六輯 自傳、遊記類	抱疾遊高峰	四二、成為媒體的焦點．預立遺書		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,535	06-12-043.txt
第六輯 自傳、遊記類	抱疾遊高峰	四三、人文社會獎助學金獲得捐款		2001.06	年譜附錄聖嚴法師重要著述所載出書日	2,104	06-12-044.txt
第六輯 自傳、遊記類	抱疾遊高峰	四四、出席聯合國的宗教及精神領袖高峰會議		2001.06	年譜附錄聖嚴法師重要著述所載出書日	3,176	06-12-045.txt
第六輯 自傳、遊記類	抱疾遊高峰	四五、接受安南的午宴招待		2001.06	年譜附錄聖嚴法師重要著述所載出書日	529	06-12-046.txt
第六輯 自傳、遊記類	抱疾遊高峰	四六、會議期間的餐會邀宴		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,041	06-12-047.txt
第六輯 自傳、遊記類	抱疾遊高峰	四七、列名卓越的世界宗教及精神領袖名單		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,221	06-12-048.txt
第六輯 自傳、遊記類	抱疾遊高峰	四八、臺灣和大陸的佛教代表們		2001.06	年譜附錄聖嚴法師重要著述所載出書日	666	06-12-049.txt
第六輯 自傳、遊記類	抱疾遊高峰	四九、高峰會中的高峰會		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,599	06-12-050.txt
第六輯 自傳、遊記類	抱疾遊高峰	五○、我對消弭飢餓與貧困的建議		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,222	06-12-051.txt
第六輯 自傳、遊記類	抱疾遊高峰	五一、陳水扁總統的約見		2001.06	年譜附錄聖嚴法師重要著述所載出書日	900	06-12-052.txt
第六輯 自傳、遊記類	抱疾遊高峰	五二、國會及國家給我的兩項榮譽		2001.06	年譜附錄聖嚴法師重要著述所載出書日	1,128	06-12-053.txt
第六輯 自傳、遊記類	抱疾遊高峰	附錄 聖嚴法師看高峰會議	（二○○○年十月一日刊於《人生》雜誌二○六期）	#NAME?	作品陳述所載日期	1,414	06-12-054.txt
第六輯 自傳、遊記類	真正大好年	自序	二○○二年十二月二十九日，聖嚴自序於美國紐約上州象岡道場正在主持話頭禪十期間，這也是在美國舉辦的第一○○期精進禪期，所以值得誌念。	#NAME?	作品陳述所載日期	2,454	06-13-001.txt
第六輯 自傳、遊記類	真正大好年	一、大好年運動		2003.09	年譜附錄聖嚴法師重要著述所載出書日	3,056	06-13-002.txt
第六輯 自傳、遊記類	真正大好年	二、我的書法		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,410	06-13-003.txt
第六輯 自傳、遊記類	真正大好年	三、我的演講		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,520	06-13-004.txt
第六輯 自傳、遊記類	真正大好年	四、兩場高峰座談會		2003.09	年譜附錄聖嚴法師重要著述所載出書日	4,731	06-13-005.txt
第六輯 自傳、遊記類	真正大好年	五、宗教高峰會到了臺灣		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,905	06-13-006.txt
第六輯 自傳、遊記類	真正大好年	六、終於去成了馬來西亞		2003.09	年譜附錄聖嚴法師重要著述所載出書日	6,787	06-13-007.txt
第六輯 自傳、遊記類	真正大好年	七、臺灣信眾組團到美國探源		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,704	06-13-008.txt
第六輯 自傳、遊記類	真正大好年	八、聖嚴人文獎的始末		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,631	06-13-009.txt
第六輯 自傳、遊記類	真正大好年	九、桃芝颱風		2003.09	年譜附錄聖嚴法師重要著述所載出書日	3,150	06-13-010.txt
第六輯 自傳、遊記類	真正大好年	一○、納莉颱風和象神感應		2003.09	年譜附錄聖嚴法師重要著述所載出書日	3,585	06-13-011.txt
